,game_id,original_event_id,period_id,time_seconds,team_id,player_id,start_x,end_x,start_y,end_y,type_id,result_id,bodypart_id,action_id,type_name,result_name,bodypart_name,scores,concedes,offensive_value,defensive_value,vaep_value,xT_value
5434,2124866,2208969535,2,1602.0,6277,176645.0,68.145,40.11,17.543999999999997,3.4000000000000057,0,1,0,1092,pass,success,foot,0.036031745,0.00042200973,0.034547757,0.0022486164,0.036796372,-0.0050160692393496535
5435,2124866,,2,1604.5,6277,420579.0,40.11,11.549999999999997,3.4000000000000057,11.627999999999993,21,1,0,1093,dribble,success,foot,0.14756106,9.009119e-05,0.11152931,0.00033191853,0.11186123,0.01906421015026889
5441,2124866,2208969669,2,1643.0,6277,178249.0,27.299999999999997,25.935000000000002,31.483999999999995,2.3119999999999976,0,1,0,1099,pass,success,foot,0.07517911,0.00040954482,0.002256237,-0.00016053367,0.0020957033,-0.004656184931490384
5442,2124866,2208969671,2,1645.0,6277,420579.0,25.935000000000002,26.564999999999998,2.3119999999999976,3.740000000000009,0,1,0,1100,pass,success,foot,0.037265826,0.00016702552,-0.03791328,0.00024251931,-0.03767076,-0.00018790860398753498
5446,2124866,2208969725,2,1655.0,6277,96498.0,24.14999999999999,30.239999999999995,4.759999999999998,48.552,0,1,0,1104,pass,success,foot,0.057406086,0.00014458156,0.040027425,0.00088931527,0.04091674,0.0013950521255641137
5447,2124866,2208969745,2,1660.0,6277,205672.0,30.239999999999995,23.52000000000001,48.756,47.192,0,1,0,1105,pass,success,foot,0.08878445,6.398619e-05,0.031378362,8.059537e-05,0.03145896,0.006747066924314963
5448,2124866,2208969771,2,1665.0,6277,435559.0,24.570000000000007,27.195000000000007,49.028000000000006,56.508,0,1,0,1106,pass,success,foot,0.046442717,8.843235e-05,-0.04234173,-2.4446163e-05,-0.042366177,-0.006984817760723036
5449,2124866,2208969925,2,1667.0,6277,205672.0,26.67,11.655000000000001,55.148,62.016,0,1,0,1107,pass,success,foot,0.019766394,0.00017067543,-0.026676323,-8.2243074e-05,-0.026758566,0.004908093879675583
5450,2124866,,2,1667.5,6277,160325.0,11.655000000000001,7.035000000000011,62.016,61.54,21,1,0,1108,dribble,success,foot,0.007674763,0.00021692863,-0.012091631,-4.6253204e-05,-0.012137884,0.0
5451,2124866,2208969789,2,1668.0,6277,160325.0,7.035000000000011,11.340000000000003,61.54,38.147999999999996,1,1,0,1109,cross,success,foot,0.050278943,0.00092833664,0.04260418,-0.000711408,0.04189277,0.04402109019455848
5455,2124866,2208969901,2,1697.0,6274,171730.0,8.084999999999999,16.38,32.912,19.584000000000003,0,1,0,1113,pass,success,foot,0.0008877884,0.005853428,0.0008877884,-0.005853428,-0.0049656397,-0.061550821157856775
5457,2124866,,2,1702.0,6277,96498.0,33.599999999999994,46.830000000000005,26.384,31.96,21,1,0,1115,dribble,success,foot,0.033518437,0.0007665276,-0.07858327,-0.00046000702,-0.07904328,-0.0035892724811775
5459,2124866,2208969945,2,1708.0,6274,175182.0,33.075,38.324999999999996,13.464,18.564,0,1,0,1117,pass,success,foot,0.0046664337,0.009279163,0.0043707634,0.018284652,0.022655416,0.0008255353829344156
5464,2124866,,2,1758.5,6277,435559.0,70.77,55.86,7.887999999999998,5.236000000000004,21,1,0,1122,dribble,success,foot,0.022788456,0.00014016982,0.011071893,0.0008579796,0.011929873,-0.001145051896958336
5465,2124866,2208970301,2,1760.0,6277,435559.0,55.86,30.239999999999995,5.236000000000004,2.583999999999989,0,1,0,1123,pass,success,foot,0.048787415,0.00011540616,0.02599896,2.4763664e-05,0.026023723,0.0004621441049221381
5466,2124866,,2,1764.0,6277,420579.0,30.239999999999995,20.58,2.583999999999989,18.36,21,1,0,1124,dribble,success,foot,0.13675448,7.500062e-05,0.08796707,4.040554e-05,0.08800747,0.008426612309076823
5469,2124866,,2,1772.0,6274,171730.0,3.8850000000000007,12.18,31.144,33.116,21,1,0,1127,dribble,success,foot,0.0004857544,0.014871849,2.55786e-05,0.004745396,0.0047709746,0.008219772849579948
5470,2124866,2208970365,2,1774.0,6274,171730.0,12.18,28.035,33.116,26.86,0,1,0,1128,pass,success,foot,0.00040571202,0.0029537277,-8.004237e-05,0.011918121,0.0118380785,-0.06670157524841942
5472,2124866,2208970399,2,1778.0,6274,172720.0,22.155,32.76,18.768,21.216,0,1,0,1130,pass,success,foot,0.005280868,0.005614824,0.0049743475,0.010151865,0.0151262125,-0.005857715565502974
5474,2124866,2208970415,2,1782.0,6277,178249.0,46.62,35.80499999999999,9.520000000000003,15.027999999999999,0,1,0,1132,pass,success,foot,0.047515437,0.00019613291,-0.018298447,0.00082796614,-0.01747048,0.0035201138396251455
5475,2124866,,2,1783.0,6277,444166.0,35.80499999999999,36.64500000000001,15.027999999999999,9.112000000000002,21,1,0,1133,dribble,success,foot,0.03945554,0.00021911653,-0.0080598965,-2.2983615e-05,-0.00808288,-0.0006572255460731598
5476,2124866,2208970429,2,1784.0,6277,444166.0,36.64500000000001,26.040000000000006,9.112000000000002,3.8079999999999927,0,1,0,1134,pass,success,foot,0.047463167,8.9994675e-05,0.008007627,0.00012912185,0.008136749,-0.0006493311809242855
5477,2124866,,2,1785.5,6277,420579.0,26.040000000000006,15.329999999999984,3.8079999999999927,6.187999999999995,21,1,0,1135,dribble,success,foot,0.10145244,5.549057e-05,0.053989273,3.4504104e-05,0.054023776,0.006336153004565297
5478,2124866,2208970485,2,1787.0,6277,420579.0,15.329999999999984,18.900000000000006,6.187999999999995,42.635999999999996,1,1,0,1136,cross,success,foot,0.08688709,7.1174865e-05,-0.014565349,-1.5684294e-05,-0.014581033,0.04904234656326073
5484,2124866,2208970811,2,1860.0,6277,178249.0,51.555,45.36000000000001,19.787999999999997,23.256000000000007,0,1,0,1142,pass,success,foot,0.082739346,0.0013728713,0.07727094,-0.0007012409,0.0765697,0.000571499452110563
5485,2124866,2208970831,2,1862.0,6277,435559.0,45.36000000000001,51.87,23.256000000000007,6.6640000000000015,0,1,1,1143,pass,success,head,0.05829383,0.00033781675,-0.024445515,0.0010350546,-0.02341046,-0.0015673692840856438
5486,2124866,2208970845,2,1865.0,6277,178249.0,51.449999999999996,57.330000000000005,6.392000000000003,20.196000000000005,0,1,0,1144,pass,success,foot,0.037556414,0.00046556618,-0.020737417,-0.00012774943,-0.020865167,0.0006580055584605631
5489,2124866,,2,1869.5,6274,223517.0,58.800000000000004,60.480000000000004,18.224,30.668,21,1,0,1147,dribble,success,foot,0.006498036,0.021129496,-0.001668117,-0.01874523,-0.020413347,0.0019355202537576612
5490,2124866,2208970911,2,1872.0,6274,223517.0,60.480000000000004,86.625,30.668,40.732,0,1,0,1148,pass,success,foot,0.0158076,0.0010875309,0.009309565,0.020041965,0.029351529,0.02229151173539077
5495,2124866,,2,1940.0,6277,176645.0,92.715,90.93,15.095999999999997,12.580000000000005,21,1,0,1153,dribble,success,foot,0.01253859,0.0041297693,0.0061971145,-0.003439706,0.0027574084,0.0037258597778357973
5496,2124866,2208971307,2,1941.0,6277,176645.0,90.93,71.82,12.580000000000005,1.0879999999999939,0,1,0,1154,pass,success,foot,0.008917737,0.0027599826,-0.0036208527,0.0013697867,-0.002251066,-0.007115258900676274
5498,2124866,2208971365,2,1947.0,6274,226407.0,65.625,78.33,4.0120000000000005,5.984000000000001,0,1,0,1156,pass,success,foot,0.002612813,0.0010429373,0.00084365206,-0.00022821821,0.00061543385,0.0002246134033320659
5502,2124866,,2,1997.5,6277,219423.0,101.22,92.925,34.0,35.428000000000004,21,1,0,1160,dribble,success,foot,0.0013440152,0.002104298,-6.410875e-05,0.000682238,0.00061812927,-0.07054166321797951
5503,2124866,2208971709,2,2002.0,6277,219423.0,92.925,93.45,35.428000000000004,20.876000000000005,0,1,0,1161,pass,success,foot,0.0036434503,0.0014819897,0.002299435,0.00062230823,0.0029217433,-0.02359274298456261
5504,2124866,2208971719,2,2004.0,6277,176645.0,93.45,78.75,20.876000000000005,6.187999999999995,0,1,0,1162,pass,success,foot,0.007756079,0.003103023,0.0041126288,-0.0016210332,0.0024915957,-0.00872439214992381
5505,2124866,,2,2005.0,6277,178249.0,78.75,77.175,6.187999999999995,3.332000000000008,21,1,0,1163,dribble,success,foot,0.021825893,0.0005242467,0.014069814,0.0025787763,0.01664859,-0.001495462289694981
5506,2124866,2208971737,2,2006.0,6277,178249.0,77.175,61.95,3.332000000000008,1.2920000000000016,0,1,0,1164,pass,success,foot,0.021278309,0.00018702759,-0.00054758415,0.00033721913,-0.00021036502,-0.0032519617994739396
5510,2124866,2208971807,2,2017.0,6277,96498.0,69.09,86.73,18.224000000000004,35.224,0,1,0,1168,pass,success,foot,0.0044699926,0.0012563566,-0.0041662985,-2.7842121e-05,-0.0041941404,0.00473450611728048
5511,2124866,2208971823,2,2021.0,6277,183028.0,86.73,75.6,35.224,65.484,0,1,0,1169,pass,success,foot,0.0067642992,0.00046918666,0.0022943066,0.0007871699,0.0030814765,-0.007609252917197535
5512,2124866,,2,2023.0,6277,205672.0,75.6,81.27,65.484,61.812,21,1,0,1170,dribble,success,foot,0.006584224,0.007968977,-0.00018007541,-0.0074997903,-0.0076798657,0.0020692441410513074
5513,2124866,2208971835,2,2025.0,6277,205672.0,81.27,84.0,61.812,55.216,0,1,0,1171,pass,success,foot,0.010440322,0.0019154942,0.0038560978,0.006053483,0.009909581,0.002201919495022327
5516,2124866,,2,2029.0,6274,175182.0,76.23,78.54,56.57600000000001,48.007999999999996,21,1,0,1174,dribble,success,foot,0.020912701,0.00037633837,0.0064984197,-4.0994957e-05,0.0064574247,0.0002986266574933217
5519,2124866,,2,2032.0,6277,183028.0,86.415,79.065,44.471999999999994,36.856,21,1,0,1177,dribble,success,foot,0.0043113786,0.0024629894,0.0015672636,0.002023048,0.0035903116,-0.004026691831988952
5520,2124866,2208971901,2,2033.0,6277,183028.0,79.065,62.265,36.856,3.9440000000000026,0,1,0,1178,pass,success,foot,0.013049604,0.00733206,0.008738225,-0.004869071,0.0038691545,-0.02018103433425677
5521,2124866,2208971947,2,2036.0,6277,420579.0,61.214999999999996,74.655,4.147999999999996,14.212000000000003,0,1,0,1179,pass,success,foot,0.022465521,0.000495078,0.009415917,0.006836982,0.0162529,0.0038513892753960517
5522,2124866,,2,2038.5,6277,178249.0,74.655,79.275,14.212000000000003,15.027999999999999,21,1,0,1180,dribble,success,foot,0.02368673,0.0021939445,0.0012212079,-0.0016988665,-0.00047765858,0.003603754336161195
5523,2124866,2208971971,2,2041.0,6277,178249.0,79.275,58.8,15.027999999999999,1.9720000000000084,0,1,0,1181,pass,success,foot,0.02969494,0.00069524103,0.0060082115,0.0014987035,0.007506915,-0.0065689505892024885
5524,2124866,,2,2043.0,6277,444166.0,58.8,62.37,1.9720000000000084,3.740000000000009,21,1,0,1182,dribble,success,foot,0.008110319,0.0037401735,-0.021584623,-0.0030449326,-0.024629556,-0.0008861930223547582
5527,2124866,2208972003,2,2049.0,6277,444166.0,64.57499999999999,73.395,7.275999999999996,4.827999999999996,0,1,0,1185,pass,success,foot,0.01690254,0.00077157223,0.012607298,9.880343e-05,0.012706101,0.0023965726155798913
5528,2124866,2208972047,2,2053.0,6277,178249.0,75.075,60.06,3.740000000000009,2.3119999999999976,0,1,0,1186,pass,success,foot,0.019666,0.00015908216,0.0027634595,0.00061249005,0.0033759496,-0.0032519617994739396
5529,2124866,2208972061,2,2056.0,6277,420579.0,58.275,47.879999999999995,4.0120000000000005,20.672000000000004,0,1,0,1187,pass,success,foot,0.037812427,0.000537841,0.018146427,-0.00037875882,0.017767668,-0.0005676345717429464
5530,2124866,2208972097,2,2057.0,6277,96498.0,48.614999999999995,38.010000000000005,20.196000000000005,34.816,0,1,0,1188,pass,success,foot,0.052071273,0.00047202694,0.014258847,6.581406e-05,0.01432466,0.0032002036753222256
5531,2124866,2208972111,2,2062.0,6277,435572.0,40.845,48.19499999999999,34.68,57.664,0,1,0,1189,pass,success,foot,0.057488136,0.0003734606,0.0054168627,9.856632e-05,0.005515429,-0.002182419762241686
5532,2124866,2208972131,2,2063.0,6277,205672.0,48.3,32.44500000000001,57.391999999999996,66.844,0,1,0,1190,pass,success,foot,0.010478584,0.00030298062,-0.04700955,7.047999e-05,-0.04693907,0.0055887038272340265
5533,2124866,2208972139,2,2068.0,6277,160325.0,30.97500000000001,31.5,66.232,54.74,0,1,0,1191,pass,success,foot,0.013275012,0.00014201958,0.0027964283,0.00016096105,0.0029573892,-0.0022286054105756722
5542,2124866,2208972849,2,2178.0,6277,176645.0,55.86,31.08,48.620000000000005,39.983999999999995,0,1,1,1200,pass,success,head,0.044673003,0.00056033867,0.0334821,0.0005764473,0.03405855,0.0067793196027951756
5543,2124866,2208972861,2,2180.0,6274,226407.0,32.76,34.230000000000004,27.811999999999998,33.32,0,1,0,1201,pass,success,foot,0.0011236763,0.014640503,0.00056333764,0.0300325,0.030595839,-0.003295188164695366
5545,2124866,2208972867,2,2182.0,6274,175182.0,34.230000000000004,24.255000000000003,33.32,29.104,0,1,0,1203,pass,success,foot,0.0011896176,0.01054012,0.0009151249,0.0067025926,0.0076177176,0.0026250944560812835
5546,2124866,2208972875,2,2183.0,6274,172720.0,24.255000000000003,23.415,29.104,39.711999999999996,0,1,0,1204,pass,success,foot,0.00088921154,0.028778914,-0.000300406,-0.018238794,-0.0185392,-0.0001589547123942766
5547,2124866,2208972905,2,2184.0,6274,429443.0,23.415,23.834999999999997,39.711999999999996,28.491999999999997,0,1,0,1205,pass,success,foot,0.00093861576,0.014841212,4.9404218e-05,0.013937702,0.013987106,0.0001589547123942766
5548,2124866,,2,2187.0,6274,172720.0,23.834999999999997,33.705,28.491999999999997,23.323999999999998,21,1,0,1206,dribble,success,foot,0.0022662869,0.00938377,0.0013276711,0.0054574423,0.0067851134,-0.00419807191000203
5551,2124866,,2,2193.0,6277,96498.0,57.12,50.4,19.04,18.156,21,1,0,1209,dribble,success,foot,0.13090798,0.0012262476,0.042123377,0.00013554783,0.042258926,0.0003378642735145177
5552,2124866,2208972931,2,2194.0,6277,96498.0,50.4,55.230000000000004,18.156,12.647999999999996,0,1,0,1210,pass,success,foot,0.055774946,0.0014802212,-0.07513304,-0.00025397353,-0.075387016,0.0006390017014812049
5553,2124866,2208972945,2,2195.0,6277,171722.0,55.230000000000004,34.545,12.647999999999996,1.3599999999999994,0,1,0,1211,pass,success,foot,0.048504233,0.00036263658,-0.0072707124,0.0011175845,-0.006153128,0.00025392130560006505
5554,2124866,,2,2196.5,6277,420579.0,34.545,31.185000000000002,1.3599999999999994,5.372000000000007,21,1,0,1212,dribble,success,foot,0.04262234,8.336699e-05,-0.0058818944,0.0002792696,-0.0056026247,0.00013685566958381457
5555,2124866,2208972959,2,2198.0,6277,420579.0,31.185000000000002,44.730000000000004,5.372000000000007,2.719999999999999,0,1,0,1213,pass,success,foot,0.032180954,8.742126e-05,-0.010441385,-4.0542654e-06,-0.010445439,-0.0011871648877358754
5556,2124866,2208972987,2,2202.0,6277,178249.0,44.730000000000004,47.24999999999999,2.719999999999999,22.507999999999996,0,1,0,1214,pass,success,foot,0.06276801,0.0007762667,0.030587059,-0.0006888454,0.029898213,0.00015738621107079086
5557,2124866,,2,2203.0,6277,96498.0,47.24999999999999,49.349999999999994,22.507999999999996,26.451999999999998,21,1,0,1215,dribble,success,foot,0.06256865,0.0012648682,-0.00019936264,-0.0004886015,-0.00068796414,-0.00029100785569994604
5559,2124866,2208973483,2,2209.0,6274,429443.0,25.095,30.974999999999998,37.468,41.344,0,1,0,1217,pass,success,foot,0.0009524041,0.0071721575,0.00036627648,-0.00156519,-0.0011989136,0.0027446655402836636
5560,2124866,2208973049,2,2210.0,6274,183036.0,31.395,8.295,40.12,34.204,0,1,0,1218,pass,success,foot,0.0010054905,0.0044123037,5.3086434e-05,0.0027598538,0.0028129402,0.04524444539673089
5561,2124866,2208973119,2,2216.0,6274,171730.0,8.505,35.28,34.272,55.76,0,1,0,1219,pass,success,foot,0.0005135865,0.0071599614,-0.00049190404,-0.0027476577,-0.0032395618,-0.05044044552647577
5562,2124866,2208973141,2,2221.0,6274,183036.0,35.06999999999999,6.405,55.76,50.456,0,1,0,1220,pass,success,foot,0.0010287473,0.018348927,0.0005151608,-0.011188965,-0.010673804,0.011544812515594152
5563,2124866,2208973173,2,2223.0,6274,171730.0,6.405,12.285,50.456,56.57600000000001,0,1,0,1221,pass,success,foot,0.0016260288,0.040543836,0.0005972815,-0.022194909,-0.021597628,0.0035299714453246
5564,2124866,,2,2225.0,6274,429443.0,12.285,19.215,56.57600000000001,58.616,21,1,0,1222,dribble,success,foot,0.0013772793,0.021355888,-0.0002487495,0.019187948,0.018939199,-0.008548466043244192
5571,2124866,2208973295,2,2242.0,6274,175182.0,47.25,55.755,59.092000000000006,53.72,0,1,0,1229,pass,success,foot,0.007756369,0.00084079517,0.006269389,0.0056940042,0.011963394,0.00018998010254634833
5572,2124866,2208973311,2,2244.0,6274,183036.0,55.755,61.11000000000001,53.72,52.087999999999994,0,1,0,1230,pass,success,foot,0.0047089425,0.005360766,-0.0030474267,-0.0045199706,-0.0075673973,0.0005603603428989516
5579,2124866,,2,2283.0,6277,435559.0,62.160000000000004,34.860000000000014,48.620000000000005,43.316,21,1,0,1237,dribble,success,foot,0.03434915,0.00069236284,0.021572955,0.0012435955,0.02281655,0.0003492059226596952
5580,2124866,2208973609,2,2284.0,6277,435559.0,34.860000000000014,24.045000000000016,43.316,49.436,0,1,0,1238,pass,success,foot,0.08363888,7.147618e-05,0.049289726,0.0006208867,0.049910612,0.008055486645180389
5584,2124866,,2,2300.5,6274,172720.0,20.790000000000003,21.630000000000003,30.056,26.248,21,1,0,1242,dribble,success,foot,0.00087883795,0.0048869196,2.9618386e-06,0.0070121363,0.007015098,0.0005134416010525791
5585,2124866,2208973707,2,2302.0,6274,172720.0,21.630000000000003,39.69,26.248,3.196,0,1,0,1243,pass,success,foot,0.01596638,0.0038479122,0.015087542,0.0010390074,0.016126549,-0.008052934650032019
5586,2124866,2208973719,2,2307.0,6274,186026.0,39.375,30.974999999999998,2.72,9.315999999999999,0,1,0,1244,pass,success,foot,0.0032211645,0.007444126,-0.012745216,-0.0035962139,-0.01634143,0.0034597255860252763
5588,2124866,2208973761,2,2311.0,6277,176645.0,70.97999999999999,43.88999999999999,11.219999999999999,6.460000000000001,0,1,0,1246,pass,success,foot,0.04083255,0.0005947905,0.038497496,0.00093578995,0.039433286,-0.0007201294976396161
5589,2124866,,2,2312.5,6277,420579.0,43.88999999999999,58.695,6.460000000000001,4.419999999999995,21,1,0,1247,dribble,success,foot,0.023070198,0.00014890435,-0.017762352,0.00044588617,-0.017316466,-0.0004249223993187199
5590,2124866,2208973785,2,2314.0,6277,420579.0,58.695,60.480000000000004,4.419999999999995,16.796,0,1,0,1248,pass,success,foot,0.012603485,0.00047981722,-0.0104667125,-0.00033091288,-0.010797625,-0.000297361119993453
5591,2124866,,2,2315.0,6277,171722.0,60.480000000000004,57.330000000000005,16.796,23.732000000000006,21,1,0,1249,dribble,success,foot,0.031914145,0.001082885,0.01931066,-0.00060306775,0.018707592,-0.0006047782982127074
5592,2124866,2208973815,2,2316.0,6277,171722.0,57.330000000000005,68.355,23.732000000000006,30.056000000000004,0,1,0,1250,pass,success,foot,0.017255776,0.0014477699,-0.014658369,-0.00036488497,-0.015023254,0.0037309950714619214
5593,2124866,2208973829,2,2319.0,6277,183028.0,69.82499999999999,75.81,29.511999999999993,19.787999999999997,0,1,0,1251,pass,success,foot,0.012232445,0.002757065,-0.0050233305,-0.0013092951,-0.0063326256,0.003240892022396396
5594,2124866,2208973839,2,2322.0,6277,176645.0,76.125,86.835,21.012,32.571999999999996,0,1,0,1252,pass,success,foot,0.012712063,0.0018855751,0.0004796181,0.0008714899,0.001351108,0.027878096407931555
5595,2124866,2208973849,2,2324.0,6277,219423.0,86.835,79.485,32.571999999999996,18.836,0,1,0,1253,pass,success,foot,0.012754743,0.0010744168,4.267972e-05,0.00081115833,0.00085383805,-0.02499020683558953
5596,2124866,2208973865,2,2326.0,6277,176645.0,79.485,62.474999999999994,18.836,14.280000000000001,0,1,0,1254,pass,success,foot,0.033595737,0.0013916098,0.020840995,-0.000317193,0.020523801,-0.009254998367987636
5597,2124866,2208973873,2,2329.0,6277,96498.0,61.95,61.11,14.212000000000003,2.5160000000000053,0,1,0,1255,pass,success,foot,0.025356907,0.0014141593,-0.00823883,-2.2549531e-05,-0.008261379,-0.0005888319023613052
5598,2124866,2208973883,2,2330.0,6277,178249.0,61.11,47.775,2.5160000000000053,6.460000000000001,0,1,0,1256,pass,success,foot,0.016939161,0.00026454462,-0.008417746,0.0011496147,-0.0072681312,-0.000677311381363269
5599,2124866,2208973891,2,2331.0,6277,420579.0,47.775,57.644999999999996,6.460000000000001,11.152000000000001,0,1,0,1257,pass,success,foot,0.0387902,0.0005952388,0.021851039,-0.0003306942,0.021520345,0.0017115042644593155
5600,2124866,2208973899,2,2332.0,6277,96498.0,57.644999999999996,60.69,11.152000000000001,1.9039999999999964,0,1,0,1258,pass,success,foot,0.04760749,0.0011446566,0.008817289,-0.00054941775,0.008267871,-0.0010341928830960466
5601,2124866,2208973933,2,2333.0,6277,178249.0,60.69,70.66499999999999,1.9039999999999964,10.200000000000003,0,1,0,1259,pass,success,foot,0.018764315,0.0007286706,-0.028843174,0.00041598594,-0.028427187,0.002031244919313094
5602,2124866,2208973961,2,2337.0,6277,176645.0,70.45500000000001,84.84,10.607999999999997,33.32,0,1,0,1260,pass,success,foot,0.011489862,0.0002880723,-0.0072744535,0.00044059832,-0.006833855,0.029515370662931587
5603,2124866,2208973989,2,2339.0,6277,219423.0,84.21,75.495,33.592,13.463999999999999,0,1,0,1261,pass,success,foot,0.02161623,0.0004050263,0.010126368,-0.000116954005,0.0100094145,-0.02769522630684863
5604,2124866,,2,2341.5,6277,176645.0,75.495,68.03999999999999,13.463999999999999,12.852000000000004,21,1,0,1262,dribble,success,foot,0.029156365,0.0031983852,0.0075401347,-0.0027933589,0.004746776,0.0005775554748194515
5605,2124866,2208974041,2,2344.0,6277,176645.0,68.03999999999999,36.120000000000005,12.852000000000004,2.5160000000000053,0,1,0,1263,pass,success,foot,0.04474468,0.0004771684,0.015588317,0.0027212168,0.018309534,-0.0032174632925224215
5606,2124866,,2,2347.0,6277,178249.0,36.120000000000005,23.414999999999992,2.5160000000000053,15.844000000000001,21,1,0,1264,dribble,success,foot,0.10951428,7.500062e-05,0.064769596,0.00040216776,0.06517176,0.008208530417332412
5607,2124866,2208974049,2,2350.0,6277,178249.0,23.414999999999992,28.97999999999999,15.844000000000001,30.123999999999995,0,1,0,1265,pass,success,foot,0.057376828,0.00015297241,-0.052137453,-7.797179e-05,-0.052215423,-0.0032275812122706787
5609,2124866,2208974085,2,2356.0,6274,160330.0,18.584999999999997,30.555000000000003,41.14,25.84,0,1,0,1267,pass,success,foot,0.0009530908,0.006526239,0.0008065374,0.0032006018,0.0040071392,-0.048543986301955916
5610,2124866,2208974091,2,2360.0,6274,175182.0,30.555000000000003,54.915,25.84,26.043999999999997,0,1,0,1268,pass,success,foot,0.0053512114,0.0058105337,0.0043981206,0.00071570557,0.005113826,-0.008386705392985947
5612,2124866,2208974117,2,2364.0,6277,176645.0,69.195,85.26,18.564,37.468,0,1,0,1270,pass,success,foot,0.0036278937,0.0012563566,-0.0027885672,0.00051714387,-0.0022714233,0.015003792855366096
5613,2124866,2208974141,2,2365.0,6277,219423.0,85.26,72.66,37.332,17.951999999999998,0,1,0,1271,pass,success,foot,0.016459512,0.0006688426,0.012831618,0.000587514,0.013419132,-0.013225093636249855
5614,2124866,2208974153,2,2369.0,6277,176645.0,73.71000000000001,72.975,17.204,38.692,0,1,0,1272,pass,success,foot,0.010878731,0.0021931515,-0.005580781,-0.0015243089,-0.0071050897,-0.00033118375381712035
5615,2124866,2208974167,2,2371.0,6277,183028.0,74.025,72.87,39.983999999999995,18.156,0,1,0,1273,pass,success,foot,0.02411001,0.001755174,0.013231279,0.0004379775,0.013669257,0.001267148025986058
5616,2124866,2208974191,2,2373.0,6277,176645.0,72.87,66.57,18.156,26.792,0,1,0,1274,pass,success,foot,0.019152198,0.001795926,-0.004957812,-4.0752e-05,-0.004998564,-0.002939234614788167
5617,2124866,2208974219,2,2374.0,6277,171722.0,66.465,76.02,26.792,42.568,0,1,0,1275,pass,success,foot,0.0052792775,0.0010939045,-0.013872921,0.0007020215,-0.013170899,0.0016720865888021092
5618,2124866,,2,2376.5,6277,183028.0,76.02,68.88,42.568,45.084,21,1,0,1276,dribble,success,foot,0.011771923,0.0029626808,0.0064926455,-0.0018687763,0.0046238694,-0.004557141899248226
5619,2124866,2208974265,2,2379.0,6277,183028.0,68.88,87.78,45.084,36.924,0,1,0,1277,pass,success,foot,0.0038056998,0.010281603,-0.007966223,-0.0073189223,-0.0152851455,0.008780096823398524
5620,2124866,2208974273,2,2386.0,6277,219423.0,85.785,74.655,39.1,46.784,0,1,0,1278,pass,success,foot,0.0048807184,0.0013915336,0.0010750187,0.008890069,0.009965088,-0.0056632716978096305
5621,2124866,2208974281,2,2387.0,6277,183028.0,74.655,73.815,46.92,34.816,0,1,0,1279,pass,success,foot,0.010343263,0.0029452315,0.0054625445,-0.0015536979,0.0039088465,0.002376281045828271
5622,2124866,2208974291,2,2388.0,6277,171722.0,74.235,94.605,34.816,32.367999999999995,0,1,0,1280,pass,success,foot,0.0030965349,0.010812775,-0.007246728,-0.007867544,-0.015114272,0.05961823298830018
5623,2124866,2208974303,2,2390.0,6277,219423.0,94.5,84.84,32.367999999999995,16.592000000000006,0,1,0,1281,pass,success,foot,0.006341475,0.00082203536,0.0032449402,0.00999074,0.01323568,-0.05878784632093273
5624,2124866,2208974327,2,2392.0,6277,176645.0,84.84,74.75999999999999,16.592000000000006,28.696000000000005,0,1,0,1282,pass,success,foot,0.009589781,0.0009581403,0.003248306,-0.00013610494,0.003112201,-0.0003574090980436352
5628,2124866,2208974611,2,2429.0,6274,160330.0,19.005000000000003,32.655,58.208,56.78,0,1,1,1286,pass,success,head,0.0026637944,0.0051975176,0.0024939503,-0.0011842502,0.0013097001,-0.002794605677570342
5630,2124866,2208974645,2,2432.0,6277,171722.0,29.295,21.42,52.7,48.211999999999996,0,1,0,1288,pass,success,foot,0.06351423,0.00015875515,0.035410725,0.0018378824,0.037248608,0.006984817760723036
5631,2124866,2208974653,2,2435.0,6277,435572.0,23.310000000000002,29.295,46.376000000000005,30.259999999999998,0,1,0,1289,pass,success,foot,0.074047714,0.00015880314,0.010533482,-4.7992216e-08,0.010533433,-0.0034859341183886925
5632,2124866,2208974685,2,2436.0,6277,96498.0,30.66000000000001,24.78,29.308000000000007,4.0120000000000005,0,1,0,1290,pass,success,foot,0.08235788,0.0002813876,0.008310169,-0.00012258445,0.008187585,-0.004656184931490384
5633,2124866,,2,2438.5,6277,420579.0,24.78,22.995000000000005,4.0120000000000005,7.6839999999999975,21,1,0,1291,dribble,success,foot,0.08129274,8.163851e-05,-0.0010651425,0.00019974908,-0.0008653934,0.005359684176931638
5634,2124866,2208974711,2,2441.0,6277,420579.0,22.995000000000005,25.935000000000002,7.6839999999999975,19.652,0,1,0,1292,pass,success,foot,0.07240311,5.6719375e-05,-0.00888963,2.4919133e-05,-0.008864711,0.0028790195281576513
5635,2124866,2208974751,2,2444.0,6277,96498.0,25.724999999999994,31.39500000000001,20.467999999999996,14.892000000000003,0,1,0,1293,pass,success,foot,0.054656383,9.721807e-05,-0.017746728,-4.0498697e-05,-0.017787227,-0.004780020907253444
5636,2124866,2208974765,2,2447.0,6277,171722.0,31.39500000000001,28.875,14.892000000000003,24.683999999999997,0,1,0,1294,pass,success,foot,0.12016292,0.00034647385,0.06550653,-0.0002492558,0.06525727,0.0033758304680342674
