,game_id,original_event_id,period_id,time_seconds,team_id,player_id,start_x,end_x,start_y,end_y,type_id,result_id,bodypart_id,action_id,type_name,result_name,bodypart_name,scores,concedes,offensive_value,defensive_value,vaep_value,xT_value
0,2124863,2208931485,1,1.0,9669,96521.0,52.605,73.395,34.0,26.86,0,1,0,0,pass,success,foot,0.0033806763,0.0058825435,0.0,-0.0,0.0,0.005652870806981946
1,2124863,,1,2.5,9669,421766.0,73.395,79.065,26.86,24.14,21,1,0,1,dribble,success,foot,0.0035264182,0.0049136896,0.00014574197,0.00096885394,0.0011145959,0.0034251000987854715
2,2124863,2208931491,1,4.0,9669,421766.0,79.065,79.59,24.14,45.9,0,1,0,2,pass,success,foot,0.008773152,0.003995009,0.0052467333,0.00091868034,0.0061654137,0.005622938011972459
3,2124863,2208931495,1,9.0,9669,208367.0,78.645,85.89,46.92,32.775999999999996,0,1,0,3,pass,success,foot,0.004822677,0.005999124,-0.003950475,-0.002004115,-0.0059545897,0.030585561207576946
4,2124863,2208931513,1,11.0,9669,132185.0,85.89,83.265,32.775999999999996,19.04,0,1,0,4,pass,success,foot,0.0037613914,0.0017154947,-0.0010612856,0.0042836294,0.0032223437,-0.02499020683558953
5,2124863,,1,13.5,9669,421766.0,83.265,72.975,19.04,5.167999999999999,21,1,0,5,dribble,success,foot,0.0086394185,0.0024263244,0.0048780274,-0.00071082974,0.0041671977,-0.006591868470875001
6,2124863,2208931515,1,16.0,9669,421766.0,72.975,54.705000000000005,5.167999999999999,2.176000000000002,0,1,0,6,pass,success,foot,0.010805745,0.00019020302,0.0021663262,0.0022361213,0.0044024475,-0.0023657687771191814
7,2124863,,1,17.0,9669,132503.0,54.705000000000005,49.245,2.176000000000002,2.3119999999999976,21,1,0,7,dribble,success,foot,0.007277718,0.0003335165,-0.0035280269,-0.00014331349,-0.0036713404,0.00047663593154826257
9,2124863,2208931543,1,22.0,6272,209831.0,36.224999999999994,7.770000000000001,26.588,36.448,0,1,0,9,pass,success,foot,0.0014449814,0.00764025,-4.927744e-06,-0.00066632405,-0.0006712518,0.0481201377161361
10,2124863,,1,23.5,6272,174571.0,7.770000000000001,14.490000000000002,36.448,39.303999999999995,21,1,0,10,dribble,success,foot,0.0008281833,0.0072945277,-0.0006167981,0.0003457223,-0.0002710758,-0.040773765802883735
11,2124863,2208931557,1,25.0,6272,174571.0,14.490000000000002,29.819999999999997,39.303999999999995,59.364,0,1,0,11,pass,success,foot,0.0029994023,0.0067630084,0.002171219,0.0005315193,0.0027027384,-0.005934967483487817
12,2124863,,1,26.5,6272,165678.0,29.819999999999997,35.175000000000004,59.364,62.62799999999999,21,1,0,12,dribble,success,foot,0.009002612,0.001020046,0.0060032094,0.0057429625,0.011746172,-0.0028691901416314173
13,2124863,2208931575,1,28.0,6272,165678.0,35.175000000000004,50.82,62.62799999999999,65.484,0,1,0,13,pass,success,foot,0.008133682,0.00023877768,-0.00086892955,0.0007812683,-8.766126e-05,-0.00242953951358014
14,2124863,,1,29.5,6272,96373.0,50.82,56.910000000000004,65.484,64.19200000000001,21,1,0,14,dribble,success,foot,0.007277718,0.0003335165,-0.0008559646,-9.473883e-05,-0.00095070346,-0.000977442277364334
16,2124863,2208931599,1,35.0,9669,114407.0,63.73500000000001,88.725,60.316,50.116,0,1,0,16,pass,success,foot,0.002995102,0.0062414454,0.0024136843,-0.0035940122,-0.001180328,0.008162303000972409
17,2124863,2208931601,1,39.0,9669,132185.0,90.50999999999999,79.59,49.775999999999996,65.688,0,1,0,17,pass,success,foot,0.008700994,0.0017690387,0.005705892,0.0044724066,0.010178299,-0.004832856206011579
18,2124863,,1,40.0,9669,208367.0,79.59,76.335,65.688,64.6,21,1,0,18,dribble,success,foot,0.0028148056,0.0012839547,-0.0058861882,0.00048508402,-0.005401104,-0.00026352069291316754
19,2124863,2208931611,1,41.0,9669,208367.0,76.335,74.55,64.6,45.9,0,1,0,19,pass,success,foot,0.008468791,0.003568489,0.0056539853,-0.0022845343,0.003369451,0.0019459812193879048
20,2124863,2208931625,1,42.0,9669,114407.0,71.82,74.97,45.9,20.536,0,1,0,20,pass,success,foot,0.0072210496,0.0045221616,-0.0012477413,-0.00095367245,-0.0022014137,0.004401632693179671
21,2124863,2208931635,1,47.0,9669,421766.0,73.29,88.62,20.263999999999996,36.516000000000005,0,1,0,21,pass,success,foot,0.0041498323,0.0033635197,-0.0030712173,0.0011586419,-0.0019125754,0.0029558068981642392
22,2124863,2208931645,1,51.0,9669,132185.0,85.89,80.535,36.108000000000004,40.528000000000006,0,1,0,22,pass,success,foot,0.0016751424,0.0012100149,-0.0024746899,0.0021535046,-0.00032118522,-0.003025462556198724
23,2124863,,1,52.0,9669,114407.0,80.535,81.48,40.528000000000006,44.608000000000004,21,1,0,23,dribble,success,foot,0.0026940205,0.00507519,0.0010188781,-0.0038651754,-0.0028462973,0.0
24,2124863,2208931671,1,53.0,9669,114407.0,81.48,78.12,44.608000000000004,65.892,0,1,0,24,pass,success,foot,0.005584814,0.001899303,0.0028907936,0.0031758873,0.006066681,-0.0045837903609988115
26,2124863,2208931685,1,60.0,6272,174345.0,62.894999999999996,71.4,37.128,47.123999999999995,0,1,0,26,pass,success,foot,0.050351538,0.0010763889,0.044911083,0.0029580335,0.047869116,0.00090620798770595
27,2124863,2208931689,1,62.0,6272,209831.0,71.4,60.37499999999999,47.123999999999995,47.532000000000004,0,1,1,27,pass,success,head,0.025132075,0.0017089547,-0.025219463,-0.0006325658,-0.025852028,-0.0012806357915238218
28,2124863,2208931709,1,64.0,6272,112571.0,60.37499999999999,37.8,47.532000000000004,29.512,0,1,0,28,pass,success,foot,0.0040125223,0.0038396358,-0.021119554,-0.0021306812,-0.023250235,0.0038018986191357554
29,2124863,,1,66.0,6272,205854.0,37.8,36.12,29.512,26.452,21,1,0,29,dribble,success,foot,0.0023211387,0.00864053,-0.0016913835,-0.004800894,-0.0064922776,-0.0015729774539207462
30,2124863,2208931715,1,68.0,6272,205854.0,36.12,14.595,26.452,32.708000000000006,0,1,0,30,pass,success,foot,0.0017812932,0.00764025,-0.00053984555,0.0010002796,0.000460434,0.01759905353883708
31,2124863,2208931725,1,70.0,6272,174571.0,15.959999999999999,37.695,31.756,45.016000000000005,0,1,0,31,pass,success,foot,0.0032877498,0.004798452,0.0015064566,0.0028417981,0.0043482548,-0.019478768781392392
32,2124863,2208931737,1,73.0,6272,112571.0,37.695,43.574999999999996,45.016000000000005,63.647999999999996,0,1,0,32,pass,success,foot,0.008395172,0.02354111,0.005107422,-0.018742658,-0.013635237,-0.0010355468473150758
34,2124863,2208931757,1,76.0,6272,165678.0,44.519999999999996,55.335,61.812000000000005,53.856,0,1,0,34,pass,success,foot,0.010088967,0.0007088032,0.0057633426,0.00010149111,0.0058648335,-0.0009978089390301802
37,2124863,,1,107.0,9669,114407.0,71.82,76.335,50.524,51.135999999999996,21,1,0,37,dribble,success,foot,0.010029902,0.0056160274,0.004320807,0.0034391773,0.007759984,0.0013955412360409578
38,2124863,2208931881,1,108.0,9669,114407.0,76.335,77.91,51.135999999999996,66.912,0,1,0,38,pass,success,foot,0.006747881,0.01033632,-0.0032820208,-0.0047202925,-0.008002313,-0.0016473545618945831
39,2124863,2208931889,1,109.0,9669,107957.0,76.86,83.37,64.6,47.464,0,1,0,39,pass,success,foot,0.006389223,0.0031927517,-0.0003586579,0.0071435682,0.0067849103,0.013369478116895902
40,2124863,2208931901,1,111.0,9669,114407.0,84.315,100.8,47.123999999999995,43.86,0,1,0,40,pass,success,foot,0.0024075794,0.0019396603,-0.0039816434,0.0012530914,-0.002728552,-0.006680895859588703
41,2124863,,1,112.5,9669,132185.0,100.8,99.96,43.86,47.736000000000004,21,1,0,41,dribble,success,foot,0.0046578376,0.010683597,0.002250258,-0.008743937,-0.0064936792,-0.001496021974262244
43,2124863,,1,116.0,9669,132503.0,95.34,96.18,61.812,54.808,21,1,0,43,dribble,success,foot,0.0027526359,0.008616102,0.0018792627,0.0042193634,0.006098626,0.00912588170307735
45,2124863,,1,118.5,9669,132503.0,96.18,101.43,54.808,47.464,21,1,0,45,dribble,success,foot,0.001598665,0.00578804,-0.002284286,0.011881575,0.009597288,-0.004780944276673136
46,2124863,2208931931,1,119.0,9669,132503.0,101.43,102.585,47.464,38.760000000000005,0,1,0,46,pass,success,foot,0.0011665873,0.007559419,-0.00043207768,-0.0017713793,-0.002203457,0.10011116747961628
50,2124863,2208932043,1,144.0,6272,96373.0,81.47999999999999,90.825,59.5,23.528000000000002,0,1,0,50,pass,success,foot,0.10259647,5.9598224e-05,0.087981366,0.0029912854,0.090972655,0.010544738210746056
51,2124863,2208932061,1,146.0,6272,171724.0,90.825,88.725,23.528000000000002,29.036,0,1,0,51,pass,success,foot,0.109552346,0.00036786665,0.006955877,-0.00030826844,0.0066476087,0.019917560075167488
57,2124863,,1,216.5,9669,96379.0,42.42,45.044999999999995,62.016,65.008,21,1,0,57,dribble,success,foot,0.003234201,0.00040232815,0.0024292907,0.0034601549,0.0058894455,6.609364330939591e-05
58,2124863,2208932285,1,220.0,9669,96379.0,45.044999999999995,51.03,65.008,65.416,0,1,0,58,pass,success,foot,0.003412852,0.00040352636,0.00017865095,-1.1982047e-06,0.00017745275,-0.0009720631355766172
59,2124863,2208932301,1,222.0,9669,107957.0,51.449999999999996,37.379999999999995,65.212,47.532,0,1,0,59,pass,success,foot,0.01229745,0.0019686532,0.008884598,-0.0015651268,0.007319471,0.0016919453921596921
64,2124863,,1,231.5,6272,171724.0,14.909999999999998,14.909999999999998,33.116,26.383999999999997,21,1,0,64,dribble,success,foot,0.0011591591,0.0024815092,0.0,0.011753551,0.011753551,0.03142192308996474
65,2124863,2208932357,1,234.0,6272,171724.0,14.909999999999998,1.9949999999999999,26.383999999999997,32.571999999999996,0,1,0,65,pass,success,foot,0.0007869491,0.003958057,-0.00037221,-0.0014765479,-0.001848758,0.014328991388653768
68,2124863,2208932379,1,241.0,6272,96380.0,36.75,26.355,30.26,44.267999999999994,0,1,0,68,pass,success,foot,0.0037977684,0.003611664,0.0030974913,0.0012939188,0.0043914104,0.0013027148654844636
69,2124863,2208932383,1,244.0,6272,174547.0,26.25,5.5649999999999995,44.267999999999994,33.524,0,1,0,69,pass,success,foot,0.0039016844,0.0063772164,0.00010391604,-0.0027655524,-0.0026616363,0.060474275698050375
70,2124863,,1,245.5,6272,174571.0,5.5649999999999995,7.9799999999999995,33.524,29.92,21,1,0,70,dribble,success,foot,0.0010213807,0.006217744,-0.0028803037,0.00015947223,-0.0027208314,0.008219772849579948
71,2124863,2208932393,1,247.0,6272,174571.0,7.9799999999999995,22.89,29.92,25.976,0,1,0,71,pass,success,foot,0.0010842977,0.003189765,6.291701e-05,0.0030279793,0.0030908962,-0.06685822735598093
72,2124863,2208932415,1,248.0,6272,174345.0,22.89,3.15,25.976,22.576,0,1,0,72,pass,success,foot,0.0025366975,0.011979957,0.0014523999,-0.008790192,-0.0073377923,0.0009616357992275511
73,2124863,,1,250.0,6272,174571.0,3.15,1.9949999999999999,22.576,13.395999999999999,21,1,0,73,dribble,success,foot,0.0022105826,0.0038413429,-0.00032611494,0.008138614,0.007812499,-0.002957482230657808
74,2124863,2208932427,1,252.0,6272,174571.0,1.9949999999999999,19.635,13.395999999999999,10.54,0,1,0,74,pass,success,foot,0.004004989,0.0068855993,0.0017944062,-0.0030442565,-0.0012498503,0.001654138277686944
76,2124863,2208932439,1,255.0,9669,96521.0,22.364999999999995,31.289999999999992,4.623999999999995,3.332000000000008,0,1,0,76,pass,success,foot,0.01259518,0.00010342747,0.010419134,0.00085247203,0.011271606,-0.00018790860398753498
77,2124863,2208932445,1,257.0,9669,132503.0,31.92,30.764999999999986,3.8079999999999927,22.303999999999995,0,1,0,77,pass,success,foot,0.037437417,0.00016958271,0.024842236,-6.615524e-05,0.02477608,0.0025688967435738503
80,2124863,2208932471,1,262.0,6272,96380.0,29.084999999999997,20.685,26.452,24.343999999999998,0,1,0,80,pass,success,foot,0.004262011,0.0045271916,0.0030594668,0.0035848767,0.0066443435,-0.0001566521075615033
82,2124863,2208932495,1,269.0,9669,421766.0,51.765,48.089999999999996,21.759999999999998,3.603999999999999,0,1,0,82,pass,success,foot,0.01369394,0.00042891907,0.009410117,0.0018961861,0.011306303,0.001044270503291209
83,2124863,2208932509,1,270.0,9669,132503.0,48.19499999999999,56.28,2.9920000000000044,22.303999999999995,0,1,0,83,pass,success,foot,0.012518538,0.00089179224,-0.0011754017,-0.00046287317,-0.0016382749,-0.0013821347768057267
84,2124863,2208932527,1,273.0,9669,421766.0,58.065,55.230000000000004,24.548000000000002,28.288000000000004,0,1,0,84,pass,success,foot,0.012673355,0.0026185578,0.00015481655,-0.0017267655,-0.001571949,0.0
85,2124863,2208932535,1,275.0,9669,132503.0,55.44,61.005,28.083999999999996,21.759999999999998,0,1,0,85,pass,success,foot,0.0069526294,0.0023351936,-0.0057207253,0.0002833642,-0.005437361,0.0010388877092807483
87,2124863,2208932593,1,291.0,6272,174571.0,9.24,30.869999999999997,24.208000000000002,3.5360000000000005,0,1,0,87,pass,success,foot,0.0027769213,0.0027132663,0.0027769213,-0.0027132663,6.365497e-05,-0.045757106272317896
88,2124863,2208932601,1,293.0,6272,171724.0,30.869999999999997,21.945,3.5360000000000005,6.595999999999999,0,1,0,88,pass,success,foot,0.005095178,0.0075010397,0.0023182565,-0.0047877734,-0.0024695168,0.005547592780919173
90,2124863,2208932613,1,295.0,9669,421766.0,57.12,51.66,19.243999999999993,6.256000000000007,0,1,0,90,pass,success,foot,0.026649037,0.00067326304,0.02385482,0.0019040224,0.025758842,-0.0006580055584605631
91,2124863,,1,296.0,9669,132503.0,51.66,55.125,6.256000000000007,5.576000000000008,21,1,0,91,dribble,success,foot,0.0054942435,0.0002492147,-0.021154795,0.00042404834,-0.020730747,0.0015635044037180272
92,2124863,2208932629,1,297.0,9669,132503.0,55.125,80.955,5.576000000000008,27.200000000000003,0,1,0,92,pass,success,foot,0.004659093,0.0014413072,-0.0008351505,-0.0011920925,-0.002027243,0.009162841761542303
93,2124863,,1,299.0,9669,132185.0,80.955,79.8,27.200000000000003,31.552,21,1,0,93,dribble,success,foot,0.003381033,0.0060758116,-0.00127806,-0.004634504,-0.005912564,0.02149758079834762
94,2124863,2208932661,1,301.0,9669,132185.0,79.8,76.125,31.552,52.428,0,1,0,94,pass,success,foot,0.0075055603,0.0017474623,0.0041245273,0.004328349,0.0084528765,-0.027596766341376477
95,2124863,,1,304.5,9669,114407.0,76.125,66.15,52.428,50.32,21,1,0,95,dribble,success,foot,0.014421044,0.005724544,0.0069154836,-0.0039770817,0.002938402,-0.0013955412360409578
96,2124863,2208932673,1,308.0,9669,114407.0,66.15,85.26,50.32,32.912,0,1,0,96,pass,success,foot,0.0019043258,0.023968838,-0.012516718,-0.018244294,-0.030761013,0.028992307577417435
97,2124863,2208932679,1,312.0,9669,132185.0,85.155,74.655,35.088,49.980000000000004,0,1,0,97,pass,success,foot,0.007236819,0.0009522158,0.005332493,0.023016622,0.028349116,-0.015932558435895246
98,2124863,,1,313.0,9669,114407.0,74.655,71.61,49.980000000000004,50.728,21,1,0,98,dribble,success,foot,0.01479483,0.0049722004,0.0075580114,-0.0040199845,0.003538027,-0.0016941678935342794
99,2124863,2208932683,1,314.0,9669,114407.0,71.61,45.989999999999995,50.728,29.104,0,1,0,99,pass,success,foot,0.011919626,0.0047235917,-0.0028752042,0.00024860865,-0.0026265956,-0.0026409871074863124
100,2124863,2208932693,1,317.0,9669,174330.0,45.989999999999995,42.735,29.240000000000002,21.759999999999998,0,1,0,100,pass,success,foot,0.017611688,0.0020821365,0.005692062,0.0026414553,0.008333517,0.0008116950870662963
101,2124863,,1,321.5,9669,96379.0,42.735,27.72,21.759999999999998,35.632,21,1,0,101,dribble,success,foot,0.05764018,0.0012656745,0.04002849,0.000816462,0.04084495,0.004484902176289879
102,2124863,2208932723,1,326.0,9669,96379.0,27.72,22.679999999999993,35.632,31.144,0,1,0,102,pass,success,foot,0.06854109,0.00055781123,0.010900907,0.00070786325,0.01160877,0.002490747127823354
105,2124863,,1,330.5,6272,205854.0,17.744999999999997,18.69,38.48800000000001,32.571999999999996,21,1,0,105,dribble,success,foot,0.0013925318,0.006820591,0.00023337267,0.011563009,0.011796381,0.010252681625584712
107,2124863,2208932765,1,332.0,9669,107957.0,31.710000000000008,55.019999999999996,49.504,28.696000000000005,0,1,0,107,pass,success,foot,0.008288694,0.002606958,0.0047567673,0.0026655004,0.0074222675,-0.0020130446251208772
108,2124863,,1,334.5,9669,421766.0,55.019999999999996,61.214999999999996,28.696000000000005,24.003999999999998,21,1,0,108,dribble,success,foot,0.006895131,0.0027443576,-0.0013935626,-0.00013739965,-0.0015309623,0.0004753175974329957
109,2124863,2208932777,1,337.0,9669,421766.0,61.214999999999996,53.76,24.003999999999998,4.827999999999996,0,1,0,109,pass,success,foot,0.00971881,0.000672183,0.0028236792,0.0020721746,0.004895854,-0.0005073778067859053
110,2124863,2208932785,1,339.0,9669,132503.0,54.18,65.72999999999999,5.236000000000004,17.476,0,1,0,110,pass,success,foot,0.011607084,0.0009661958,0.0018882742,-0.00029401277,0.0015942615,0.004291048456535916
111,2124863,,1,340.5,9669,421766.0,65.72999999999999,63.419999999999995,17.476,19.652,21,1,0,111,dribble,success,foot,0.011521311,0.017651357,-8.577388e-05,-0.016685162,-0.016770937,-0.004154300165461328
112,2124863,2208932795,1,342.0,9669,421766.0,63.419999999999995,53.339999999999996,19.652,30.123999999999995,0,1,0,112,pass,success,foot,0.015666252,0.01217114,0.0041449415,0.005480217,0.009625158,-0.00010468808172167839
113,2124863,2208932811,1,344.0,9669,96511.0,53.339999999999996,61.635000000000005,30.123999999999995,50.388,0,1,0,113,pass,success,foot,0.012675645,0.0028404074,-0.0029906072,0.009330733,0.0063401256,0.0003554189815957549
114,2124863,,1,345.5,9669,114407.0,61.635000000000005,61.31999999999999,50.388,53.448,21,1,0,114,dribble,success,foot,0.009905015,0.0033049283,-0.0027706297,-0.00046452088,-0.0032351506,-0.001189883164096005
115,2124863,2208932825,1,347.0,9669,114407.0,61.31999999999999,42.945,53.448,56.44,0,1,0,115,pass,success,foot,0.016490573,0.0007506329,0.006585558,0.0025542954,0.0091398535,0.0002063518924704461
116,2124863,2208932829,1,352.0,9669,171708.0,43.785000000000004,59.955,55.692,54.808,0,1,0,116,pass,success,foot,0.006158039,0.001495174,-0.010332534,-0.0007445411,-0.011077075,-0.0002063518924704461
118,2124863,2208932845,1,354.0,6272,165678.0,29.609999999999996,38.22,50.796,54.672000000000004,0,1,1,118,pass,success,head,0.007995147,0.007391719,0.007229719,-0.0049359836,0.0022937353,-0.0017490122886497815
119,2124863,2208932867,1,356.0,6272,96373.0,38.324999999999996,36.015,54.80799999999999,55.216,0,1,0,119,pass,success,foot,0.009346225,0.012688781,0.001351078,-0.005297062,-0.003945984,0.0
122,2124863,2208932937,1,374.0,6272,174547.0,23.519999999999996,11.97,49.708,33.79600000000001,0,1,0,122,pass,success,foot,0.0065140235,0.0012230526,0.0033278074,-0.00020404742,0.00312376,0.06539396946441046
123,2124863,2208932963,1,375.0,6272,174571.0,11.97,22.47,33.79600000000001,11.968000000000002,0,1,0,123,pass,success,foot,0.0020595274,0.0016580123,-0.0044544963,-0.00043495966,-0.004889456,-0.06565232237052848
124,2124863,,1,376.5,6272,205854.0,22.47,28.560000000000002,11.968000000000002,4.9639999999999995,21,1,0,124,dribble,success,foot,0.0034604147,0.0013741441,0.0014008873,0.00028386817,0.0016847554,-0.008071674747748597
125,2124863,2208932997,1,378.0,6272,205854.0,28.560000000000002,33.495,4.9639999999999995,1.4960000000000002,0,1,0,125,pass,success,foot,0.0052655633,0.007966147,0.0018051486,-0.0065920027,-0.004786854,-0.00013685566958381457
126,2124863,,1,380.0,6272,171724.0,33.495,48.405,1.4960000000000002,3.196,21,1,0,126,dribble,success,foot,0.005412416,0.00055928883,0.0001468528,0.007406858,0.0075537106,0.00015134749620993905
127,2124863,2208933005,1,382.0,6272,171724.0,48.405,28.035,3.196,7.616,0,1,0,127,pass,success,foot,0.004064598,0.013328376,-0.001347818,-0.012769087,-0.014116906,0.0022580688716632765
128,2124863,2208933019,1,385.0,6272,205854.0,28.035,36.75,7.616,24.616000000000003,0,1,0,128,pass,success,foot,0.009344354,0.0036169032,0.005279756,0.009711473,0.014991229,-0.00011830444704786537
130,2124863,2208933051,1,390.0,9669,132503.0,55.544999999999995,84.525,18.700000000000003,24.14,0,1,0,130,pass,success,foot,0.0031624055,0.0038789583,-0.0031659137,-0.00082377717,-0.003989691,0.010068340606799769
133,2124863,,1,404.0,6272,174571.0,8.19,7.5600000000000005,13.395999999999999,23.732,21,1,0,133,dribble,success,foot,0.0018419481,0.010529001,-0.0036897191,0.0027886322,-0.00090108695,0.02788006100978488
134,2124863,2208933149,1,407.0,6272,174571.0,7.5600000000000005,8.61,23.732,53.24399999999999,0,1,0,134,pass,success,foot,0.0017638995,0.0077044573,-7.804867e-05,0.002824544,0.0027464954,-0.030848373870497273
135,2124863,,1,408.5,6272,174547.0,8.61,14.909999999999998,53.24399999999999,58.956,21,1,0,135,dribble,success,foot,0.0028217593,0.007675326,0.0010578599,2.9131304e-05,0.0010869912,-0.008548466043244192
136,2124863,2208933173,1,410.0,6272,174547.0,14.909999999999998,27.195,58.956,65.212,0,1,0,136,pass,success,foot,0.002584127,0.0015724787,-0.00023763231,0.0061028474,0.0058652153,-0.00278645105485718
137,2124863,,1,412.0,6272,96373.0,27.195,23.519999999999996,65.212,64.6,21,1,0,137,dribble,success,foot,0.0052657733,0.003119983,0.0026816463,-0.0015475043,0.0011341419,-0.0002863640476813249
138,2124863,2208933189,1,414.0,6272,96373.0,23.519999999999996,19.425,64.6,66.912,0,1,0,138,pass,success,foot,0.0029692252,0.0012427577,-0.002296548,0.0018772254,-0.00041932275,0.0006718862093182433
141,2124863,2208933227,1,423.0,6272,96373.0,39.06,34.02,53.44799999999999,28.22,0,1,0,141,pass,success,foot,0.009198191,0.007456916,0.0064966045,-0.0054205433,0.0010760613,0.0023203078103396684
142,2124863,,1,424.5,6272,174345.0,34.02,49.665,28.22,23.799999999999997,21,1,0,142,dribble,success,foot,0.008066641,0.0032598611,-0.0011315495,0.0041970545,0.003065505,-0.003475042783606566
143,2124863,2208933269,1,426.0,6272,174345.0,49.665,80.01,23.799999999999997,2.5160000000000005,0,1,0,143,pass,success,foot,0.013139858,0.0004018182,0.0050732167,0.002858043,0.007931259,0.002742817143659898
144,2124863,,1,429.5,6272,171724.0,80.01,78.85499999999999,2.5160000000000005,5.372,21,1,0,144,dribble,success,foot,0.0020272667,0.00026140135,-0.011112591,0.00014041684,-0.010972175,0.0
145,2124863,2208933281,1,433.0,6272,171724.0,78.85499999999999,102.16499999999999,5.372,12.716,0,1,0,145,pass,success,foot,0.08856912,0.000108707354,0.086541854,0.000152694,0.086694546,0.003280334229902364
151,2124863,,1,485.0,6272,96373.0,83.58,80.115,64.872,64.396,21,1,0,151,dribble,success,foot,0.00808765,0.0002584996,-0.012444533,-0.00012927876,-0.012573812,0.0
152,2124863,2208933561,1,487.0,6272,96373.0,80.115,74.55,64.396,50.116,0,1,0,152,pass,success,foot,0.02673669,7.5014286e-05,0.01864904,0.00018348533,0.018832525,0.0016824605264747373
153,2124863,2208933569,1,489.0,6272,112571.0,74.55,82.32000000000001,50.116,23.12,0,1,0,153,pass,success,foot,0.0539101,0.00053531653,0.02717341,-0.00046030225,0.026713107,0.005800558885535538
154,2124863,2208933577,1,490.0,6272,96380.0,82.635,101.955,23.596000000000004,21.964,0,1,0,154,pass,success,foot,0.12353844,0.000105777886,0.06962834,0.00042953866,0.070057884,-0.005837383552444578
157,2124863,2208933623,1,499.0,6272,205854.0,77.49,69.92999999999999,3.604,15.164,0,1,0,157,pass,success,foot,0.0065699704,0.00025559086,0.001060341,0.0015973371,0.002657678,0.0011769829507415636
158,2124863,2208933639,1,502.0,6272,174345.0,71.4,67.82999999999998,16.66,49.775999999999996,0,1,0,158,pass,success,foot,0.012308801,0.0021529447,0.00573883,-0.0018973538,0.0038414765,-0.0018746367453882588
159,2124863,,1,504.5,6272,165678.0,67.82999999999998,66.465,49.775999999999996,58.75200000000001,21,1,0,159,dribble,success,foot,0.011035,0.00041658522,-0.0012738006,0.0017363594,0.00046255882,-0.0012994878809912342
160,2124863,2208933645,1,507.0,6272,165678.0,66.465,71.4,58.75200000000001,62.967999999999996,0,1,0,160,pass,success,foot,0.009894499,0.0001475039,-0.0011405014,0.00026908133,-0.00087142,-0.0011781325842851326
161,2124863,2208933669,1,508.0,6272,96373.0,69.72,47.775,61.2,44.2,0,1,0,161,pass,success,foot,0.01092915,0.0006955973,0.001034651,-0.0005480934,0.00048655755,-0.0011252108153093241
162,2124863,2208933687,1,512.0,6272,174547.0,48.19499999999999,49.769999999999996,42.16,18.700000000000003,0,1,0,162,pass,success,foot,0.023847623,0.002107289,0.012918473,-0.0014116915,0.011506782,0.00018894914208512567
163,2124863,,1,513.5,6272,205854.0,49.769999999999996,61.004999999999995,18.700000000000003,10.676,21,1,0,163,dribble,success,foot,0.012186583,0.0008882043,-0.01166104,0.0012190846,-0.010441955,0.0005368307332822364
164,2124863,2208933699,1,515.0,6272,205854.0,61.004999999999995,73.71000000000001,10.676,3.128,0,1,0,164,pass,success,foot,0.0045875707,0.00028428584,-0.0075990125,0.00060391845,-0.006995094,0.0023965726155798913
165,2124863,,1,516.5,6272,171724.0,73.71000000000001,65.52,3.128,2.5160000000000005,21,1,0,165,dribble,success,foot,0.0048550507,0.00024549817,0.00026748003,3.8787664e-05,0.0003062677,-0.0032519617994739396
166,2124863,2208933737,1,518.0,6272,171724.0,65.52,28.665000000000003,2.5160000000000005,4.42,0,1,0,166,pass,success,foot,0.001651331,0.002654175,-0.0032037199,-0.0024086768,-0.0056123966,0.0013483371272768963
175,2124863,2208934021,1,596.0,6272,174571.0,5.3549999999999995,13.545,34.204,59.5,0,1,0,175,pass,success,foot,0.001483887,0.002653323,0.0006161785,1.4564954e-05,0.00063074345,-0.07281809664237843
176,2124863,,1,598.0,6272,165678.0,13.545,18.27,59.5,60.112,21,1,0,176,dribble,success,foot,0.0028499528,0.002295079,0.0013660658,0.00035824417,0.00172431,0.0
177,2124863,2208934031,1,600.0,6272,165678.0,18.27,26.04,60.112,47.056000000000004,0,1,0,177,pass,success,foot,0.005566152,0.0013379584,0.002716199,0.00095712056,0.0036733197,0.0019697612952901834
178,2124863,2208934035,1,603.0,6272,112571.0,26.88,9.135,48.28,49.708,0,1,0,178,pass,success,foot,0.005780775,0.005128318,0.00021462329,-0.0037903595,-0.0035757362,0.015344262920744046
179,2124863,2208934041,1,604.0,6272,174547.0,9.135,3.4650000000000003,49.708,40.732,0,1,0,179,pass,success,foot,0.001534573,0.0077562993,-0.0042462023,-0.0026279814,-0.0068741837,-0.0049783752852127425
180,2124863,2208934053,1,605.0,6272,174571.0,3.4650000000000003,13.125,40.732,45.900000000000006,0,1,0,180,pass,success,foot,0.0014316298,0.008090244,-0.000102943275,-0.00033394434,-0.0004368876,0.0045346639287606565
181,2124863,,1,606.0,6272,112571.0,13.125,21.315,45.900000000000006,50.524,21,1,0,181,dribble,success,foot,0.0026195953,0.006081386,0.0011879655,0.0020088577,0.0031968232,-0.008153484639976998
185,2124863,2208934115,1,619.0,6272,112571.0,35.06999999999999,49.665,61.54,56.848,0,1,0,185,pass,success,foot,0.0087803705,0.0008777743,0.004574927,0.0020580539,0.006632981,-0.0038439690854552948
188,2124863,,1,638.0,9669,421766.0,76.545,65.52000000000001,36.924,31.348,21,1,0,188,dribble,success,foot,0.0032946481,0.007100942,0.0016708882,0.005169784,0.0068406723,-0.0047085425133348395
